cod_articulo|cod_uni_med|cod_marca|des_articulo|des_uni_med|num_precio|des_tipo|des_modelo|fla_estado|cod_articulo_aux|fla_reg_lote|cod_catalogo
05163|002|000|PORTABIDON DE TUBO DE FIERRO LISO DE 3/4 " X 0.90 METROS|UND|26.25000|A||A|058010080|N|03
05164|002|000|PUERTA ENROLLABLE DE 2,00 X 2,40 DE ALTO, FABRICADA CON BALLETAS DE 0,8 MM.||143.17800|A||T|058010170|N|03
05165|002|000|PUERTA METALICA DE PLANCHA ESTRIADA 1.10M X 2.35M||.00000|A||T|058010320|N|03
05166|002|000|TAPA METALICA DE 0.23MX0.23MX1/16"||4.72500|A||T|058010340|N|03
05167|002|000|MARCO Y BASTIDOR METALICO 1 1/2" DE 3.5X1 M||63.64050|A||T|058010620|N|03
05168|002|000|TAPA DE FIERRO DE 0.45 X 0.60M X15MM||57.50000|A||T|058010660|N|03
05169|002|000|BISAGRA ALUMINIZADA DE 4"X3" CAPUCHINA||1.46244|A||T|058050020|N|03
05170|003|000|IMPRIMANTE||5.90000|A||T|059020040|N|03
05171|003|000|PINTURA SELLADORA||12.34254|A||T|059020460|N|03
05172|002|000|PULIDOR DE METAL X 1/4 GLN||2.62826|A||T|059030020|N|03
05173|002|000|TEXTO "WILLAKUSAYKI" 2||1.22861|A||T|061010030|N|03
05174|002|000|ABRIL ROJO, SANTIAGO RONCAGLIOLO, ALFAGUARA||11.55000|A||T|062014050|N|03
05175|002|000|ANTOLOGIA PERSONAL, JULIO RAMON RIBEYRO, FCE||19.38460|A||T|062014180|N|03
05176|002|000|ARRIBA EL TELON, BEATRIZ FERRO, NORMA||5.42770|A||T|062014210|N|03
05177|002|000|EL FANTASMA DE CANTERVILLE Y OTROS CUENTOS, OSCAR WILDE, VICENS VIVES||10.59450|A||T|062014590|N|03
05178|002|000|GUIA TRISTE DE PARIS, ALFREDO BRYCE ECHENIQUE, PEISA / ALFAGUARA||10.50000|A||T|062014850|N|03
05179|002|000|LA AMIGDALITIS DE TARZAN, ALFREDO BRYCE ECHENIQUE, ALFAGUARA||10.50000|A||T|062014890|N|03
05180|002|000|LA CASA VERDE, MARIO VARGAS LLOSA, ALFAGUARA||12.28500|A||T|062014920|N|03
05181|002|000|LA FIESTA DEL CHIVO, MARIO VARGAS LLOSA, ALFAGUARA||12.28500|A||T|062014950|N|03
05182|002|000|LA FURIA DE AQUILES, GUSTAVO RODRIGUEZ, ALFAGUARA||12.28500|A||T|062014960|N|03
05183|002|000|LA GUERRA DEL FIN DEL MUNDO, MARIO VARGAS LLOSA, ALFAGUARA||15.75000|A||T|062014970|N|03
05184|002|000|LEER ES GENIAL 2º SANTILLANA||8.61000|A||T|062040360|N|03
05185|002|000|LEER ES GENIAL 4º, SANTILLANA||8.61000|A||T|062040380|N|03
05186|002|000|LEER ES GENIAL 5º, SANTILLANA||8.61000|A||T|062040390|N|03
05187|002|000|MANUAL: MODULO DE EJERCICIOS AIEPI||2.10000|A||T|062110080|N|03
05188|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR - CULTURA||.45000|A||T|063030020|N|03
05189|002|000|CARTILLA PAPEL COUCHE 150GR 17X24CM 8 PAG FULL COLOR - DIAGNOSTICO SOCIAL PARTICIPATIVO||.17000|A||T|063030240|N|03
05190|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR HIGIENE PERSONAL||.60000|A||T|063030270|N|03
05191|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR PREVENCION DE DISCAPACIDADES||.60000|A||T|063030320|N|03
05192|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR - DETECCION DE CELO EN VACUNOS||.39690|A||T|063030360|N|03
05193|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR - PRODUCCION APICOLA||.39690|A||T|063030370|N|03
05194|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR SALUD BUCAL||.60000|A||T|063030390|N|03
05195|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR SUPLEMENTO ACIDO FOLICO||.60000|A||T|063030410|N|03
05196|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR VIGILANCIA CALIDAD DE AGUA||.60000|A||T|063030420|N|03
05197|002|000|AGENDA PAPEL BOND 90GR FULL COLOR TAPA FOLKOTE 115, PAPEL BOND 120 GR X 12 PAGINAS - COMPORTAMIENTOS SALUDABLES||4.20000|A||T|063030470|N|03
05198|002|000|CARPETA FOLCOTE C18 TAMAÑO A4 CON FUNDA FULL COLOR|UND|.68250|A||A|063030600|N|03
05199|002|000|CARTA PAPEL BOND 75GR A4 FULL COLOR - PADRES DE FAMILIA||.04200|A||T|063030610|N|03
05200|002|000|CARTILLA PAPEL COUCHE 150GRS A4 16PAG FULL COLOR - PLANIFICACION CONCERTADA||.60000|A||T|063030880|N|03
05201|002|000|CARTILLA PAPEL COUCHE 150GR A4 20PAG FULL COLOR - VIGILANCIA DE LA CALIDAD DE AGUA||1.10000|A||T|063030950|N|03
05202|002|000|AFICHE PAPEL COUCHE 150GR DE 70X50CM FULL COLOR CHAU GUSANO||.37800|A||T|063031030|N|03
05203|002|000|MATERIAL DE SOPORTE A-4 (1CARPETA + 6 CARTILLAS) - JASS Y SAP|UND|3.75000|A||A|063031090|N|03
05204|002|000|DIPTICO PAPEL COUCHE 115GR 1/2 A4 4PAG FULL COLOR - SANEAMIENTO BASICO||.25000|A||T|063031190|N|03
05205|002|000|DIPTICO PAPEL COUCHE 115GR 1/2 A4 4PAG FULL COLOR - SUPLEMENTO ACIDO FOLICO||.25000|A||T|063031200|N|03
05206|002|000|CARTILLA PAPEL COUCHE 115GR, 1/2 A4, 4PAG, FULL COLOR - PARASITOSIS INTESTINAL||.10000|A||T|063031300|N|03
05207|002|000|DIPTICO PAPEL COUCHE 115GRS 1/2 A4 4PAG FULL COLOR - HIGIENE PERSONAL||.25000|A||T|063031330|N|03
05208|002|000|FOLDER FOLCOTE C-18 A4 FULL COLOR - PRESENTACION DEL PROGRAMA|UND|.68250|A||A|063031540|N|03
05209|002|000|FORMATO BOND 1/2 A4 75GR: DONACION DE MEDICAMENTOS||3.15000|A||T|063031560|N|03
05210|002|000|FORMATO BOND A4 75GR: REGISTRO DE ATENCION HIS||2.90000|A||T|063031600|N|03
05211|002|000|FORMATO BOND A4 75GR: HISTORIA CLINICA ODONTOLOGICA||2.90000|A||T|063031680|N|03
05212|002|000|FORMATO BOND A4 75GR: SOLIC/RESULT/EXAM DE LABORATORIO (ORINA)||.01502|A||T|063031720|N|03
05213|002|000|HOJA CUADRICULADA TAMAÑO OFICIO|UND|.01964|A||A|063031800|N|03
05214|006|000|HOJA BOND A4 75GR MODELO MASCARA||13.12500|A||T|063031820|N|03
05215|006|000|HOJA BOND A4 75GR A DOS COLORES, MODELO LINEAS DE NAZCA|MLL|13.65000|A||A|063031830|N|03
05216|006|000|HOJA BOND A4 75GR MODELO CAMPESINO||13.12500|A||T|063031840|N|03
05217|006|000|HOJA BOND A4 75GR MODELO UROS||13.12500|A||T|063031850|N|03
05218|006|000|HOJA BOND A4 75GR MODELO PEZ||13.12500|A||T|063031860|N|03
05219|006|000|HOJA BOND A4 75GR MODELO RELOJ||13.12500|A||T|063031870|N|03
05220|002|000|LAMINA FOLCOTE C-16 25 X 35CM FULL COLOR CON 3 OJALILLOS (JGO X 2) - ANEMIA EN ESCOLAR||.30000|A||T|063031920|N|03
05221|002|000|LAMINA FOLCOTE PLASTIFICADA C-14 60CMX45CM FULL COLOR - ANEMIA NUTRICION ESCOLAR||6.50000|A||T|063031970|N|03
05222|002|000|LAMINAS FOLCOTE C-16, TAMAÑO A4, BARNIZ UV (JGO x 14 UNDS) - CDT||30.00000|A||T|063032090|N|03
05223|002|000|ROTAFOLIO FOLCOTE 55X40CMS, 8 FOLIOS, FULL COLOR - CHAU GUSANO||17.29665|A||T|063032970|N|03
05224|002|000|ROTAFOLIO FOLCOTE 55X40CMS, 10 FOLIOS, FULL COLOR - VIGILANCIA DE LA CALIDAD DEL AGUA||17.29665|A||T|063033010|N|03
05225|002|000|VOLANTE PAPEL BOND 90GR A5 FULL COLOR - PROMOCION DEL CFI||.12000|A||T|063033200|N|03
05226|002|000|MANUAL PAPEL COUCHE 90GRS A5 38PAG CARATULA FOLCOTE C12 - PARTO VERTICAL||.37002|A||T|063033470|N|03
05227|002|000|CARTILLA PAPEL COUCHE 130GR A4 16PGS FULL COLOR – SALUD MATERNO INFANTIL||.90000|A||T|063033480|N|03
05228|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 8PAG FULL COLOR - VIGILANCIA CIUDADANA||.65000|A||T|063033510|N|03
05229|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 12PAG FULL COLOR - ETICA PUBLICA Y DESARROLLO||.80000|A||T|063033520|N|03
05230|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 12PAG FULL COLOR - PLAN DE DESARROLLO LOCAL CONCERTADO (PDLC)||.80000|A||T|063033530|N|03
05231|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 8PAG FULL COLOR - DIAGNOSTICO SOCIAL PARTICIPATIVO||.65000|A||T|063033540|N|03
05232|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 8PAG FULL COLOR - CIUDADANIA Y DERECHOS||.65000|A||T|063033550|N|03
05233|002|000|CARTILLA PAPEL BOND 90GR 17X24CM 8PAG FULL COLOR - MECANISMOS DE PARTICIPACION COMUNIDAD||.65000|A||T|063033560|N|03
05234|002|000|ROTAFOLIO FOLCOTE 55X40CMS, 9 FOLIOS, FULL COLOR - ACIDO FOLICO||41.59000|A||T|063033580|N|03
05235|002|000|ROTAFOLIO FOLCOTE 55X40CMS, 12 FOLIOS, FULL COLOR - VIGILANCIA SOCIAL||41.59000|A||T|063033590|N|03
05236|002|000|CARTILLA MOD CUADRIPTICO COUCHE 115GR, OFICIO, FULL COLOR - SALUD MATERNO||.05000|A||T|063033610|N|03
05237|002|000|TARJETA DE INVITACION CARTULINA ESCOLAR DE 10.5X15CM FULL COLOR - PADRES SALUD||.12438|A||T|063040080|N|03
05238|002|000|ENGRASADORA MANUAL CON SALIDA DE TUBO Y MANGUERA FLEXIBLE||47.01491|A||T|071010610|N|03
05239|002|000|ESCOPLO DE 1/2" PARA PERFORACIONES CUADRADAS||99.16988|A||T|071010660|N|03
05240|002|000|ESCOPLO DE 1/4" PARA PERFORACIONES CUADRADAS||86.91291|A||T|071010670|N|03
05241|002|000|ESCOPLO DE 3/8" PARA PERFORACIONES CUADRADAS||83.57013|A||T|071010680|N|03
05242|002|000|ESCUADRA DE ACERO DE 150 X100, SIN TOPE||19.11000|A||T|071010730|N|03
05243|002|000|GALGA PARA AFILADO DE CUCHILLAS PARA TORNO||18.74250|A||T|071010870|N|03
05244|002|000|GALGA PARA AFILAR BROCA,CON ANGULO DE PUNTA DE 118º||3.78000|A||T|071010880|N|03
05245|002|000|GRANETE||12.09096|A||T|071010910|N|03
05246|002|000|GRASERA MANUAL||20.77089|A||T|071010920|N|03
05247|002|000|PORTAELECTRODO PARA MAQUINA DE SOLDAR TIG ( TOBERA Y ELECTRODOS)||11.93378|A||T|071011440|N|03
05248|002|000|PORTAELECTRODO PARA MAQUINA DE SOLDAR MIG ( TOBERA Y BOQUILLAS)||22.83467|A||T|071011450|N|03
05249|002|000|PORTAELECTRODO PARA SOLDADURA ELECTRICA COMUN 350 AMPERIOS||5.91350|A||T|071011460|N|03
05250|002|000|PORTAELECTRODO PARA SOLDADURA ELECTRICA COMUN 400 AMPERIOS||33.40911|A||T|071011470|N|03
05251|002|000|PRENSA EN Q DE 10"||6.82500|A||T|071011540|N|03
05252|002|000|PRENSA MANUAL PARA CARPINTERIA DE 4"||21.73500|A||T|071011550|N|03
05253|002|000|REMACHADORA TIPO ACORDEON||15.96000|A||T|071011610|N|03
05254|002|000|RUEDA PARA MOLETEAR TAMAÑO 20*8*6MM TIPO BL0 DE 0,8 MM DE PASO||39.90000|A||T|071011620|N|03
05255|002|000|SERRUCHO DE PUNTA 12"||4.20000|A||T|071011690|N|03
05256|002|000|SET DE HERRAMIENTAS: DESARMADOR PLANO, ALICATE, LLAVE STILSON, LLAVE PLANA , MARTILLO, LLAVE LORO,BI||11.27700|A||T|071011710|N|03
05257|002|000|TALLADOR DE FIERRO DE 30CM||10.50000|A||T|071011720|N|03
05258|002|000|BATIDORA QUESERA||6.26861|A||T|071020050|N|03
05259|002|000|MODULO DE RIEGO POR ASPERSION SEGÚN DISEÑO||313.43288|A||T|071020200|N|03
05260|002|000|TRIPODE METALICO PARA ASPERSOR||4.11422|A||T|071020360|N|03
05261|002|000|ZARANDA DE FIERRO GRUESO DE 1 METRO X 1.5 METROS||47.95938|A||T|071020400|N|03
05262|002|000|AFORADOR DE CAUDAL MEDIANO||45.22350|A||T|071030010|N|03
05263|002|000|AFORADOR DE CAUDAL PEQUEÑO|UND|37.48500|A||A|071030020|N|03
05264|002|000|BALANZA DE RELOJ CON CALZONETAS PARA PESADO||25.24578|A||T|071030030|N|03
05265|002|000|WINCHA DE LONA PLASTIFICADA X 10METROS||9.25000|A||T|071030200|N|03
05266|003|000|ACEITE DE MARTILLO TORCULA 100||12.49553|A||T|081020020|N|03
05267|015|000|GRASA ESPECIAL COLOR BLANCO||2.30391|A||T|081020090|N|03
05268|002|000|BOLSA DE PLASTICO TRANSPARENTE DE 30 CM X 45 CM||2.60000|A||T|082010010|N|03
05269|002|000|BOLSA DE POLIETILENO B/D C/AMARILLO 25"X38"X5MICRAS C/OJAL||35.50000|A||T|082010020|N|03
05270|002|000|BOLSA DE POLIETILENO B/D COLORES 16"X19"X3MICRAS C/OJAL||.12600|A||T|082010040|N|03
05271|002|000|BOLSA DE POLIETILENO B/D COLORES 18"X22"X5MICRAS C/OJAL||16.00000|A||T|082010050|N|03
05272|002|000|BOLSA DE POLIETILENO BAJA DENSIDAD C/NEGRO DE 21.5"X20"X1.25||2.50000|A||T|082010060|N|03
05273|005|000|BOLSA DE POLIETILENO COLOR BLANCO DE 18"X22" X 5mic CON ASA||15.75000|A||T|082010080|N|03
05274|005|000|BOLSA DE POLIETILENO COLOR BLANCO DE 37 CM X 45 CM CON ASA||4.87715|A||T|082010090|N|03
05275|005|000|BOLSA DE POLIETILENO NEGRA 28.5 " X 30" X 1.25 ESPESOR (CAP. 50 LITROS)||6.70000|A||T|082010160|N|03
05276|002|000|SOBRE DE POLIPROPILENO CRISTAL 22CMX16.5CMX2.5 MICRAS, SOLAPA 3CM||.01365|A||T|082010180|N|03
05277|002|000|SOBRE PLASTICO TRANSPARENTE DE 8.7"X7.2"X2MICRAS||.00851|A||T|082010190|N|03
05278|005|000|BOLSA DE POLIETILENO TRANSPARENTE 50CM X 65CM||6.19500|A||T|082010200|N|03
05279|002|000|NYLON DE PESCAR Nº 02, CARRETE X 100 MTS||1.10250|A||T|082020040|N|03
05280|002|000|RAFIA DE NYLON EN OVILLO X 100GR||.27846|A||T|082020060|N|03
05281|002|000|CILINDRO DE PLASTICO CON TAPA X 140LTS||27.63600|A||T|082040090|N|03
05282|007|000|COROSPUM COLOR CREMA||1.95000|A||T|082040160|N|03
05283|007|000|COROSPUM COLOR VIOLETA||1.95000|A||T|082040220|N|03
05284|007|000|JEBE MICROPOROSO DE 1" X 1"||36.45000|A||T|082050050|N|03
05285|002|000|TAMBOR P/ FOTOCOP. CANON OPC NPG-15 NP7161||194.65425|A||T|091010040|N|03
05286|002|000|TONER P/ FOTOCOP. CANON NP 7160-7161||38.31965|A||T|091010080|N|03
05287|002|000|TONER P/ FOTOCOP. MINOLTA EP 1050||25.40528|A||T|091010160|N|03
05288|002|000|TONER P/ FOTOCOP. MINOLTA EP 4050||77.55311|A||T|091010180|N|03
05289|002|000|TONER P/ FOTOCOP. MITA DC 2556-3055||22.39682|A||T|091010220|N|03
05290|002|000|TONER P/ FOTOCOP. MITA DC1555||13.17330|A||T|091010230|N|03
05291|002|000|TONER P/ FOTOCOP. MITA DC1560|UND|26.25000|A||A|091010240|N|03
05292|002|000|TONER P/ FOTOCOP. RICOH TYPE 320/315||31.99067|A||T|091010280|N|03
05293|002|000|TONER P/FOTOCOP. TOSHIBA 1340,1350,1370||17.27114|A||T|091010320|N|03
05294|002|000|CINTA PARA IMPRESORA LQ 2170||31.54200|A||T|091020020|N|03
05295|002|000|CINTA PARA IMPRESORA MX-80||19.07850|A||T|091020040|N|03
05296|002|000|KIT DE MANTENIMIENTO PARA IMPRESORA LASER HP 4200||374.70006|A||T|091020110|N|03
05297|002|000|KIT FUSOR DE IMPRESORA HP 4550, HP C4198A||299.88000|A||T|091020120|N|03
05298|002|000|KIT TRANSFERIR DE IMPRESORA HP 4550, HP C4196A||257.04000|A||T|091020140|N|03
05299|002|000|TAMBOR DE IMPRESORA HP 4550, HP C4195A||100.67400|A||T|091020170|N|03
05300|002|000|TONER DE IMPRESORA HP 4550, HP C4191A, COLOR NEGRO||104.47500|A||T|091020470|N|03
05301|002|000|TONER DE IMPRESORA HP 4550, HP C4192A, COLOR CYAN||151.20000|A||T|091020480|N|03
05302|002|000|TONER DE IMPRESORA HP 4550, HP C4194A, COLOR YELLOW||151.20000|A||T|091020490|N|03
05303|002|000|TONER DE IMPRESORA HP 4550. HP C4193A, COLOR MAGENTA||151.20000|A||T|091020500|N|03
05304|002|000|TONER DE IMPRESORA HP C4127X|UND|148.84000|A||A|091020520|N|03
05305|002|000|TONER DE IMPRESORA, HP C7115A||73.50000|A||T|091020530|N|03
05306|002|000|TONER DE IMPRESORA, HP Q1338A|UND|178.50000|A||A|091020550|N|03
05307|002|000|REVELADOR MITA DC1605-2155/DC2556-3055||16.66856|A||T|091020660|N|03
05308|002|000|TEFLON PARA IMPRESORA HP 1200||52.50000|A||T|091030110|N|03
05309|002|000|TEFLON PARA IMPRESORA HP 4100||63.00000|A||T|091030120|N|03
05310|002|000|TEFLON PARA IMPRESORA HP 4200||63.00000|A||T|091030130|N|03
05311|002|000|CARTUCHO DE TAPE 20/40GB /4MM ANCHO DE CINTA||12.55000|A||T|091030150|N|03
05312|002|000|COOLER INTEL SOCKET PARA PIII||6.30000|A||T|091040080|N|03
05313|002|000|DISCO DURO 80GB IDE||80.85000|A||T|091040140|N|03
05314|002|000|MICROPROCESAR PIV DE 2.4 GHZ SUPERIOR||178.50000|A||T|091040480|N|03
05315|002|000|PLACA MADRE INTEL 865 PERL||137.44500|A||T|091040510|N|03
05316|002|000|TARJETA DE RED GIGABIT||170.37300|A||T|091040580|N|03
05317|002|000|TARJETA DE VIDEO AGP||54.60000|A||T|091040640|N|03
05318|002|000|LIMPIADOR DE LECTOR DE DISKETTES||2.10000|A||T|091050040|N|03
05319|002|000|ROLLO DE PELICULA FOTOGRAFICA 100 X 36 EXPOSICIONES||5.25000|A||T|092010030|S|03
05320|002|000|ROLLO DE PELICULA FOTOGRAFICA BLANCO/NEGRO X 36 EXPOSICIONES|UND|3.36000|A||A|092010040|S|03
05321|002|000|ESTAÑO (PRESENTACION EN CARRETE)||10.70570|A||T|092020080|N|03
05322|002|000|CHALECO DE PLOMO PARA PACIENTE RAYOS X TALLA M||122.56955|A||T|102010100|N|03
05323|002|000|GUANTES DE JEBE / GOMA PARA USO DOMESTICO, TALLA M, PAR||2.13938|A||T|102010220|N|03
05324|002|000|ESTANTE DE MADERA 1.20 ALTO X 90 CM ANCHO MODELO CASITA|UND|99.75000|A||A|112030220|N|03
05325|002|000|ESCALERA PARA ESTANTE DE 0.52M ALTURA X 0.40M ANCHO X 0.53M PROFUNDIDAD||35.28273|A||T|112060190|N|03
05326|002|000|MOTOCICLETA 200 cc XL|UND|3570.00000|A||A|113030010|N|03
05327|002|000|CUATRIMOTO 4X4||8400.00000|A||T|113040010|N|03
05328|002|000|JUEGO DE CUERDAS PARA GUITARRA||6.00000|A||T|114010330|N|03
05329|002|000|SET INSTRUMENTOS MUSICALES (CAJON MADERA, PANDERETA, MARACAS, TAMBOR, METALOFONO, TRIANGULO)||26.25000|A||T|114010370|N|03
05330|002|000|CAMARA FOTOGRAFICA ANALOGICA|UND|105.00000|A||A|114020120|N|03
05331|002|000|TELEFONO NBX 3COM 3101 BASIC PHONE CON TRANSFORMADOR A 220V.||226.80000|A||T|116010070|N|03
05332|002|000|ORDEÑADORA MECANICA 02 BAJADAS DE 350 AL VACIO||1680.00000|A||T|117010200|N|03
05333|002|000|ELECTROBOMBA DE 0.8HP,MONOFASICO,Q=1L/s,ADT=20M,220V||299.88000|A||T|117020300|N|03
05334|002|000|ELECTROBOMBA DE 1.4HP,MONOFASICO,220V||231.61982|A||T|117020310|N|03
05335|002|000|GENERADOR ELECTRICO DE 2.8KW||1342.49850|A||T|117020440|N|03
05336|002|000|GENERADOR ELECTRICO DE 4KW||1569.75000|A||T|117020450|N|03
05337|002|000|GENERADOR ELECTRICO DE 9KW||10263.75000|A||T|117020490|N|03
05338|002|000|HIDROMETRO WAGNER L-609||882.00000|A||T|117020520|N|03
05339|002|000|INGLETERA||579.41961|A||T|117020530|N|03
05340|002|000|INGLETERA DE 1375W||665.00532|A||T|117020540|N|03
05341|002|000|LIJADORA DE BANDA ELECTRICA MODELO BBS -1100||283.50000|A||T|117020580|N|03
05342|002|000|MAQUINA SOBADORA PARA PANIFICACION CON MOTOR 3HP||940.29852|A||T|117020680|N|03
05343|002|000|PRENSA DE TABLERO DE 1.30MX2.60M A PRESION DE TORNILLOS||720.26315|A||T|117020750|N|03
05344|002|000|ROTOMARTILLO SDB PLUS 45 mm 1100W||290.64798|A||T|117020790|N|03
05345|002|000|ROTOMARTILLO SDS 600W||456.96147|A||T|117020800|N|03
05346|002|000|TALADRO MANUAL DE 1/2" 750W||207.90000|A||T|117020880|N|03
05347|002|000|MEGHOMETRO DIGITAL 500MG||372.35100|A||T|117030060|N|03
05348|002|000|TURBO TIMER||199.50000|A||T|121010060|N|03
05349|002|000|AMORTIGUADOR PARA MOTOCICLETA||120.60300|A||T|122010010|N|03
05350|002|000|CAMARA PARA LLANTA DE 7.00 X 15, 12 PR||9.08513|A||T|123010080|N|03
05351|002|000|CAMARA PARA LLANTA DE 7.00 X 16||6.13662|A||T|123010090|N|03
05352|002|000|GUARDACAMARA PARA LLANTA DE 7.00 X 16||5.14364|A||T|123010130|N|03
05353|002|000|LLANTA 165/70 R13 GPS3 ALTA|UND|48.30000|A||A|123010160|N|03
05354|002|000|LLANTA 3.25X17 POSTERIOR P/MOTOCICLETA||22.62299|A||T|123010260|N|03
05355|002|000|LLANTA 7.00X15 10PR DELANTERA CAMINERA||66.57252|A||T|123010330|N|03
05356|002|000|LLANTA 7.00X15 10PR POSTERIOR CAMINERA||70.73031|A||T|123010340|N|03
05357|002|000|LLANTA 7.00X16 10PR DELANTERA CAMINERA||71.93676|A||T|123010350|N|03
05358|002|000|LLANTA 7.00X16 12PR POSTERIOR CAMINERA||77.52140|A||T|123010360|N|03
05359|002|000|LLANTA 7.50X16 10PR DELANTERA CAMINERA||114.72300|A||T|123010370|N|03
05360|002|000|LLANTA WRANGLER MTR 235/75R 15||219.39750|A||T|123010520|N|03
05361|002|000|LLANTA A/T 245/75R 16|UND|185.00000|A||A|123010530|N|03
05362|002|000|CAMARA PARA LLANTA DE 6.50 X 16||5.32622|A||T|123010610|N|03
05363|002|000|GRIFO TIPO CUELLO DE CISNE||27.10355|A||T|125010380|N|03
05364|002|000|RESORTE DE PRESION 1/8" X 1 1/4"||9.26856|A||T|125010600|N|03
05365|002|000|TEMPORIZADOR DE 0-30seg. ACOPLE DE CONTACTOR||52.76817|A||T|125010700|N|03
05366|002|000|TEMPORIZADOR DIGITAL DE MINUTOS Y SEGUNDOS DE 45 X 45MM||94.94016|A||T|125010710|N|03
05367|002|000|TERMINALES SLU 125 AMPERIOS||2.10326|A||T|125010740|N|03
05368|002|000|TERMINALES SLU 70 AMPERIOS||1.38023|A||T|125010750|N|03
05369|002|000|TERMOSTATO DIGITAL DE 0ºC A 350ºC 45X45MM||66.43161|A||T|125010800|N|03
05370|002|000|TERMOSTATO PARA CAMARA DE FERMENTACION ºC y %H||13.52495|A||T|125010820|N|03
05371|002|000|TRABADOR DE PRENSA||3.34278|A||T|125010840|N|03
05372|002|000|CASACA ACOLCHADA EN DRILL TALLA L||11.14050|A||T|131010230|N|03
05373|002|000|CASACA ACOLCHADA EN DRILL TALLA M||10.60976|A||T|131010240|N|03
05374|002|000|CHAQUETA EN DRILL MANGA LARGA COLOR CELESTE CON LOGO TALLA M||9.52151|A||T|131010540|N|03
05375|002|000|CORTAVIENTO IMPERMIABLE C/AZUL CON LOGO POSTERIOR BORDADO TALLA L||11.14271|A||T|131010640|N|03
05376|002|000|CORTAVIENTO IMPERMIABLE C/AZUL CON LOGO POSTERIOR BORDADO TALLA M||11.14271|A||T|131010650|N|03
05377|002|000|CORTAVIENTO IMPERMIABLE C/AZUL CON LOGO POSTERIOR BORDADO TALLA XL||11.14271|A||T|131010670|N|03
05378|002|000|CORTAVIENTO IMPERMIABLE C/AZUL CON LOGO POSTERIOR BORDADO TALLA XXL||11.14271|A||T|131010680|N|03
05379|002|000|CALZONETA DE LONA PARA PESADO JUEGO X 5UND||6.40038|A||T|131020020|N|03
05380|002|000|DELANTAL DE HULE TALLA MEDIO||2.96961|A||T|131020060|N|03
05381|001|000|COCHINILLA||19.53000|A||T|131020110|N|03
05382|002|000|SAQUILLO DE TELA||.92000|A||T|131020130|N|03
05383|002|000|BOTIN DE SEGURIDAD EN CUERO, PAR||78.75000|A||T|132010010|N|03
05384|002|000|BOTAS DE PVC INDUSTRIAL 36 CM DE ALTO, COLOR BLANCO TALLA 40, PAR|UND|9.45000|A||A|132020040|N|03
05385|002|000|LANA ACRILICA X 50G COLOR PLOMO||.40000|A||T|134020230|N|03
05386|002|000|LANA ACRILICA X 50G COLOR MORADO||.40000|A||T|134020240|N|03
05387|002|000|LANA ACRILICA X 50G COLORES VARIOS||.40000|A||T|134020270|N|03
05388|002|000|CIRCULARES PARA TEJIDO Nº3.5||1.57500|A||T|134030080|N|03
05389|002|000|MOCHILA DE PIOLIESTER 600D CON BACING DE PVC TAMAÑO ESCOLAR CON LOGO|UND|3.15000|A||A|135010090|N|03
05390|002|000|BANDERA NACIONAL 1.50 X 3 METROS INC. ASTA||27.00000|A||T|136010040|N|03
05391|002|000|BANDERIN TRIANGULAR DE PANA 0.80MX0.60M C/ BORDADO Y ASTA MADERA||18.90000|A||T|136010050|N|03
05392|002|000|BANBALINA EN BANNER 13 ONZAS 2.5 X 1.0 M FULL COLOR||35.00000|A||T|136010120|N|03
05393|002|000|PANTALON ESCOLAR (*)|UND|7.52000|A||A|131011140|N|03
05394|002|000|FALDA ESCOLAR (*)|UND|7.37800|A||A|131011150|N|03
05395|002|000|CAMISA ESCOLAR (*)|UND|2.43100|A||A|131011160|N|03
05396|002|000|BLUSA ESCOLAR (*)|UND|2.20500|A||A|131011170|N|03
05397|002|000|CHOMPA ESCOLAR (*)|UND|3.44900|A||A|131011180|N|03
05398|002|000|MEDIA, PAR (*)|UND|.66200|A||A|131011190|N|03
05399|002|000|BUZO ESCOLAR (*)|UND|6.21900|A||A|131011200|N|03
05400|002|000|BERMUDAS (*)|UND|3.15000|A||A|131011210|N|03
05401|002|000|SHORT (*)|UND|2.74800|A||A|131011220|N|03
05402|002|000|ROPA DE BAÑO NIÑA (*)|UND|5.25000|A||A|131011230|N|03
05403|002|000|BERMUDA TELA JEAN |UND|6.30000|A||A|131011240|N|03
05404|002|000|BERMUDA TELA DRILL|UND|3.36000|A||A|131011250|N|03
05405|002|000|POLO MANGA CORTA (*)|UND|2.67800|A||A|131011260|N|03
